Order Line ID,Order ID,Order Priority,Customer ID,Customer Name,Customer Segment,City,Product Category,Product Sub Category,Product Container,Product Name,Profit,Quantity Ordered,Sales,Discount,Gross Unit Price,Shipping Cost,Ship Mode,Ship Date,Order Date,No data,No data 2,No data 3,City_1,State,Postal_Code,Country,Latitude,Longitude,Continent,Region
"8564","89992","Critical","3102","Larry Arnold","Consumer","Cheyenne","Office Supplies","Scissors, Rulers and Trimmers","Small Pack","Kleencut Forged Office Shears by Acme United Corporation",-28.01,17,35.369999999999,1.63,2.19,2.56,"Regular Air",'2014-12-11','2014-12-11',"","","","Cheyenne","Colorado","US10840","United States","41.140","-104.8","America","Northern America"
"8842","34246","Critical","3196","Rick Foster Hawkins","Home Office","Cheyenne","Office Supplies","Appliances","Small Box","Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",-298.089999999999,88,366.19,17.09,4.29,6.89,"Regular Air",'2013-10-08','2013-10-07',"","","","Cheyenne","Colorado","US10840","United States","41.140","-104.8","America","Northern America"
"5741","22727","Not Specified","2107","Leigh Burnette Hurley","Corporate","Chicago","Office Supplies","Paper","Small Box","Xerox 1966",-116.3,61,388.03,25.38,6.84,6.65,"Regular Air",'2014-07-03','2014-07-03',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"3699","26756","Medium","1402","Wesley Tate","Home Office","Chicago","Office Supplies","Paper","Small Box","Xerox 210",-77.69,26,165.39,10.78,6.84,7.37,"Regular Air",'2015-05-12','2015-05-10',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"6536","59812","Medium","2403","Kara Gregory","Consumer","Chicago","Furniture","Office Furnishings","Small Pack","Nu-Dell Executive Frame",-17.76,3,37.619999999999,2.29,13.34,4.98,"Regular Air",'2014-06-23','2014-06-22',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"3698","26756","Medium","1402","Wesley Tate","Home Office","Chicago","Office Supplies","Paper","Small Box","Xerox 1894",-100.26,52,323.67,24.02,6.84,6.22,"Regular Air",'2015-05-12','2015-05-10',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"2514","7042","Medium","962","Yvonne Clarke","Home Office","Chicago","Furniture","Tables","Jumbo Box","Bretford Rectangular Conference Table Tops",-536.66,4,1476.62,95.4,396.94,85.63,"Delivery Truck",'2015-01-10','2015-01-08',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"3690","48452","High","1402","Wesley Tate","Corporate","Chicago","Furniture","Chairs & Chairmats","Jumbo Drum","Novimex Fabric Task Chair",-682.77,58,3396.39,252.1,64.349999999999,30.0,"Delivery Truck",'2013-10-11','2013-10-09',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"4472","38080","Not Specified","1682","Julie Edwards","Consumer","Chicago","Office Supplies","Paper","Small Box","Staples Copy Paper (20Lb. and 84 Bright)",-54.44,47,227.44,15.67,5.26,4.7,"Regular Air",'2012-09-15','2012-09-14',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"6538","29090","Medium","2403","Kara Gregory","Consumer","Chicago","Office Supplies","Storage & Organization","Small Box","Sterilite Officeware Hinged File Box",-167.26,40,433.55,18.579999999999,11.06,6.91,"Regular Air",'2015-01-16','2015-01-16',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"6540","41831","Not Specified","2403","Kara Gregory","Corporate","Chicago","Office Supplies","Paper","Small Box","Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright)",-93.03,53,280.95,15.85,5.58,5.66,"Regular Air",'2015-07-22','2015-07-21',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"4480","59685","Critical","1682","Julie Edwards","Consumer","Chicago","Furniture","Office Furnishings","Large Box","Tensor ""Hersey Kiss"" Styled Floor Lamp",-541.33,92,1135.19,88.47,13.71,14.37,"Regular Air",'2015-12-11','2015-12-10',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"3459","88969","Not Specified","1310","Ricky C Sumner","Corporate","Chicago","Technology","Telephones and Communication","Small Pack","Accessory36",-177.46,7,384.61,20.309999999999,59.08,5.0,"Regular Air",'2015-04-11','2015-04-09',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"5735","34849","Critical","2107","Leigh Burnette Hurley","Home Office","Chicago","Office Supplies","Storage & Organization","Small Box","Smead Adjustable Mobile File Trolley with Lockable Top",-504.12,5,2057.11,134.58,442.39,19.989999999999,"Regular Air",'2013-10-13','2013-10-12',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"5746","32804","Medium","2107","Leigh Burnette Hurley","Corporate","Chicago","Office Supplies","Binders and Binder Accessories","Small Box","Ibico Presentation Index for Binding Systems",-59.88,42,172.87,7.4,4.2,5.26,"Regular Air",'2015-09-11','2015-09-09',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"3700","48452","High","1402","Wesley Tate","Corporate","Chicago","Office Supplies","Binders and Binder Accessories","Small Box","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",-43.28,32,152.5,10.63,5.18,4.97,"Regular Air",'2015-10-11','2015-10-09',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"4475","56710","Not Specified","1682","Julie Edwards","Consumer","Chicago","Technology","Computer Peripherals","Small Box","Belkin ErgoBoard™ Keyboard",-95.88,9,270.67,18.649999999999,32.69,6.5,"Regular Air",'2013-05-13','2013-05-11',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"5727","39015","Medium","2107","Leigh Burnette Hurley","Corporate","Chicago","Office Supplies","Paper","Small Box","Xerox 1994",-27.49,20,127.22,8.33,6.84,5.74,"Regular Air",'2012-12-06','2012-12-06',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"3692","48452","High","1402","Wesley Tate","Corporate","Chicago","Furniture","Office Furnishings","Small Box","Eldon Image Series Desk Accessories, Burgundy",-223.25,79,337.94,15.92,4.41,6.92,"Regular Air",'2013-10-10','2013-10-09',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"8032","59365","Medium","2920","Ernest Peele","Home Office","Chicago","Technology","Office Machines","Jumbo Drum","Epson LQ-870 Dot Matrix Printer",-1179.6,2,1074.03,51.08,565.28,14.7,"Delivery Truck",'2012-12-09','2012-12-07',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"3696","322","Critical","1402","Wesley Tate","Corporate","Chicago","Office Supplies","Paper","Small Box","Xerox 1997",-281.72,46,283.18,22.3,6.84,10.05,"Regular Air",'2015-03-20','2015-03-18',"","","","Chicago","Illinois","","United States","41.829","-87.75","America","Northern America"
"6820","86896","Critical","2492","Billie Chan","Consumer","Cologne","Furniture","Chairs & Chairmats","Jumbo Drum","Office Star Flex Back Scooter Chair with Aluminum Finish Frame",-25.47,1,97.96,3.96,106.48,42.0,"Delivery Truck",'2015-08-05','2015-08-04',"","","","Cologne","Nordrhein-Westfalen","DE101681","Germany","50.930","6.9500","Europe","Western Europe"
"7953","90014","Not Specified","2893","Kathryn Tate","Small Business","Cologne","Furniture","Tables","Jumbo Box","Bevis 36 x 72 Conference Tables",-791.06,14,1692.17,106.82,131.38,51.94,"Delivery Truck",'2013-07-18','2013-07-16',"","","","Cologne","Nordrhein-Westfalen","DE101681","Germany","50.930","6.9500","Europe","Western Europe"
"7920","87639","Critical","2884","Stuart C Robinson","Consumer","Cologne","Office Supplies","Appliances","Medium Box","Holmes Odor Grabber",-22.21,2,29.53,1.19,15.22,6.75,"Regular Air",'2013-11-01','2013-10-30',"","","","Cologne","Nordrhein-Westfalen","DE101681","Germany","50.930","6.9500","Europe","Western Europe"
"7098","91166","Medium","2587","Eugene H Walsh","Home Office","Columbia","Office Supplies","Paper","Small Box","Xerox 20",-44.95,18,121.89,2.29,6.84,6.57,"Express Air",'2012-08-29','2012-08-28',"","","","Columbia","Arkansas","US10876","United States","35.614","-87.03","America","Northern America"
"9151","90460","Critical","3309","Edwin Chung","Small Business","Columbia","Furniture","Office Furnishings","Small Pack","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",-24.17,4,25.2,1.159999999999,7.0,54.95,"Regular Air",'2012-03-26','2012-03-24',"","","","Columbia","Arkansas","US10876","United States","35.614","-87.03","America","Northern America"
"7627","86983","Low","2784","Rebecca Abrams","Corporate","Columbia","Office Supplies","Envelopes","Small Box","#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",-70.12,10,92.3,2.64,9.23,8.289999999999,"Regular Air",'2013-10-30','2013-10-23',"","","","Columbia","Arkansas","US10876","United States","35.614","-87.03","America","Northern America"
"8581","87329","Not Specified","3108","Diana Schultz","Small Business","Columbia","Furniture","Chairs & Chairmats","Jumbo Drum","Bevis Steel Folding Chairs",-1093.3,12,1117.91,76.52,101.26,74.349999999999,"Delivery Truck",'2013-09-23','2013-09-22',"","","","Columbia","Arkansas","US10876","United States","35.614","-87.03","America","Northern America"
"7034","90327","Critical","2570","Yvonne Stephens","Consumer","Columbus","Furniture","Office Furnishings","Wrap Bag","Deflect-O Glasstique™ Clear Desk Accessories",-21.87,7,51.22,3.88,8.13,3.68,"Regular Air",'2012-10-26','2012-10-25',"","","","Columbus","North Carolina","US10884","United States","32.470","-84.98","America","Northern America"
"8556","89318","Not Specified","3098","Lorraine Boykin","Consumer","Columbus","Office Supplies","Storage & Organization","Large Box","Sensible Storage WireTech Storage Systems",-172.67,11,791.05,34.69,74.91,35.0,"Regular Air",'2015-12-14','2015-12-13',"","","","Columbus","North Carolina","US10884","United States","32.470","-84.98","America","Northern America"
"8803","89027","High","3186","Dawn Langley Conrad","Consumer","Columbus","Technology","Computer Peripherals","Small Pack","Hewlett-Packard 4.7GB DVD+R Discs",-68.93,11,92.75,4.24,8.97,1.99,"Regular Air",'2013-05-23','2013-05-23',"","","","Columbus","North Carolina","US10884","United States","32.470","-84.98","America","Northern America"
"7517","89215","Critical","2744","Danny Dalton","Corporate","Columbus","Furniture","Office Furnishings","Wrap Bag","Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",-784.77,14,961.23,48.88,74.63,37.58,"Regular Air",'2014-09-09','2014-09-08',"","","","Columbus","North Carolina","US10884","United States","32.470","-84.98","America","Northern America"
"8596","86863","Critical","3113","Wayne English","Corporate","Columbus","Office Supplies","Scissors, Rulers and Trimmers","Small Pack","Acme 8"" Straight Scissors",-110.3,11,143.169999999999,5.62,13.7,3.14,"Regular Air",'2015-02-20','2015-02-19',"","","","Columbus","North Carolina","US10884","United States","32.470","-84.98","America","Northern America"
"2881","31877","Medium","1106","Maxine Collier Grady","Consumer","Córdoba","Furniture","Office Furnishings","Large Box","Westinghouse Clip-On Gooseneck Lamps",-204.38,51,414.77,28.95,8.84,10.16,"Regular Air",'2015-06-29','2015-06-29',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"2708","89389","High","1047","Gayle Pearson","Home Office","Córdoba","Office Supplies","Paper","Small Box","Xerox 1923",-38.64,23,162.15,0.97,7.05,5.66,"Regular Air",'2012-08-29','2012-08-27',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"3179","88602","Critical","1211","Debra Proctor","Corporate","Córdoba","Technology","Copiers and Fax","Jumbo Drum","Sharp 1540cs Digital Laser Copier",-844.21,4,2321.72,74.25,580.429999999999,49.0,"Delivery Truck",'2014-01-27','2014-01-26',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"2904","90834","Critical","1113","Julia Reynolds","Corporate","Córdoba","Office Supplies","Paper","Small Box","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",-20.38,14,95.76,2.86,6.84,5.94,"Express Air",'2014-08-23','2014-08-23',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"3192","88604","Medium","1213","Jeremy Pratt","Corporate","Córdoba","Office Supplies","Envelopes","Small Box","Colored Envelopes",-19.579999999999,16,58.51,2.38,3.89,2.5,"Regular Air",'2014-05-15','2014-05-13',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"2997","88104","Low","1132","Michael Robbins","Corporate","Córdoba","Technology","Computer Peripherals","Small Box","Logitech Internet Navigator Keyboard",-111.45,11,348.8,13.19,32.69,6.5,"Regular Air",'2012-06-17','2012-06-13',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"3151","87593","High","1194","Sidney Brewer","Small Business","Córdoba","Office Supplies","Binders and Binder Accessories","Small Box","Acco 3-Hole Punch",-26.44,7,31.37,1.05,4.62,6.21,"Regular Air",'2013-06-09','2013-06-08',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"3275","86083","Low","1238","April Bowers","Corporate","Córdoba","Furniture","Chairs & Chairmats","Jumbo Drum","Global Deluxe Office Fabric Chairs",-312.26,6,577.35,30.42,101.29,58.2,"Delivery Truck",'2015-09-12','2015-09-08',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"2712","90072","High","1052","Dennis Barbee Reynolds","Corporate","Córdoba","Technology","Computer Peripherals","Small Box","Microsoft Natural Keyboard Elite",-76.489999999999,3,121.54,2.81,42.2,4.0,"Regular Air",'2014-02-19','2014-02-17',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"3155","87594","Low","1195","Kara Payne","Consumer","Córdoba","Technology","Office Machines","Jumbo Drum","Panasonic KX-P1150 Dot Matrix Printer",-219.47,2,300.86,5.28,153.5,17.85,"Delivery Truck",'2013-06-15','2013-06-15',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"3238","90384","Medium","1229","Patrick Byrne","Small Business","Córdoba","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones Hanging View Binder, White, 1""",-58.11,7,52.43,0.38,7.49,6.05,"Regular Air",'2015-02-17','2015-02-16',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"2958","87227","Low","1126","Arlene Lutz","Consumer","Córdoba","Office Supplies","Binders and Binder Accessories","Small Box","Avery Self-Adhesive Photo Pockets for Polaroid Photos",-62.78,16,111.43,3.58,7.18,5.48,"Regular Air",'2015-07-17','2015-07-12',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"2815","90137","High","1088","Jeremy Orr","Small Business","Córdoba","Office Supplies","Binders and Binder Accessories","Small Box","GBC Linen Binding Covers",-16.78,1,29.75,2.12,32.69,11.63,"Regular Air",'2014-10-11','2014-10-09',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"3442","87006","Critical","1304","Sherri McIntosh","Corporate","Córdoba","Furniture","Office Furnishings","Wrap Bag","DAX Wood Document Frame.",-23.7,3,40.86,1.75,14.49,6.85,"Regular Air",'2013-02-16','2013-02-14',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"2903","90833","Critical","1113","Julia Reynolds","Corporate","Córdoba","Technology","Telephones and Communication","Small Pack","Accessory6",-180.77,5,295.399999999999,8.84,59.08,5.0,"Regular Air",'2012-10-08','2012-10-06',"","","","Córdoba","Córdoba","AR101702","Argentina","-31.39","-64.18","America","South America"
"8520","89884","Critical","3083","Louis Wells","Small Business","Dallas","Furniture","Tables","Jumbo Box","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",-465.81,10,2123.82,141.419999999999,230.85,69.64,"Delivery Truck",'2015-08-02','2015-07-31',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"9419","87546","Critical","3400","Florence Gold","Corporate","Dallas","Office Supplies","Pens & Art Supplies","Wrap Bag","Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",-14.52,1,38.72,1.129999999999,39.51,4.269999999999,"Regular Air",'2015-04-30','2015-04-27',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"9099","89901","Not Specified","3287","Mary Norman","Small Business","Dallas","Office Supplies","Paper","Small Box","1/4 Fold Party Design Invitations & White Envelopes, 24 8-1/2"" X 11"" Cards, 25 Env./Pack",-29.02,4,30.73,1.01,7.76,5.96,"Regular Air",'2015-03-21','2015-03-19',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"8069","87628","Critical","2931","Faye Hanna","Small Business","Dallas","Office Supplies","Appliances","Jumbo Drum","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",-502.94,7,508.34,12.41,72.62,60.0,"Delivery Truck",'2015-03-30','2015-03-29',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"8642","89813","Critical","3128","Cathy Burgess","Corporate","Dallas","Office Supplies","Paper","Small Box","Xerox 19",-159.419999999999,6,176.53,10.69,32.69,5.09,"Express Air",'2014-03-27','2014-03-25',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"8139","88624","Medium","2966","Ross McGee Stern","Small Business","Dallas","Office Supplies","Binders and Binder Accessories","Small Box","Wilson Jones Four-Pocket Poly Binders",-76.73,13,85.22,2.66,6.9,5.27,"Regular Air",'2013-02-23','2013-02-22',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"8634","87285","High","3125","Guy McDonald","Home Office","Dallas","Technology","Office Machines","Jumbo Drum","Canon S750 Color Inkjet Printer",-225.93,2,234.91,10.28,127.67,26.3,"Delivery Truck",'2012-01-07','2012-01-05',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"6969","88662","Low","2549","Martha Bowers","Small Business","Dallas","Office Supplies","Storage & Organization","Small Box","Pizazz Global Quick File™",-8.119999999999,1,15.33,0.53,15.8,7.51,"Regular Air",'2015-04-23','2015-04-21',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"9326","91478","Medium","3372","Eva Berger McBride","Home Office","Dallas","Furniture","Chairs & Chairmats","Jumbo Drum","Novimex Turbo Task Chair",-421.48,6,404.51,22.92,74.91,30.0,"Delivery Truck",'2015-02-06','2015-02-05',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"7612","87171","High","2780","Gregory Strickland","Consumer","Dallas","Technology","Telephones and Communication","Small Pack","Accessory39",-94.77,5,100.83,4.93,22.16,3.3,"Regular Air",'2015-06-09','2015-06-07',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"8140","88625","Medium","2966","Ross McGee Stern","Small Business","Dallas","Office Supplies","Paper","Small Box","Xerox 1920",-81.48,21,121.91,5.46,6.31,7.5,"Regular Air",'2014-12-22','2014-12-20',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"8625","87291","Not Specified","3123","Jamie Manning","Home Office","Dallas","Office Supplies","Paper","Small Box","Xerox 1977",-32.549999999999,8,55.27,1.42,7.05,5.2,"Regular Air",'2015-02-16','2015-02-14',"","","","Dallas","Alabama","US10865","United States","32.820","-96.84","America","Northern America"
"5974","89175","Medium","2196","Gene Heath Cross","Small Business","Davangere","Technology","Computer Peripherals","Small Box","Belkin MediaBoard 104- Keyboard",-85.84,11,309.43,13.13,29.0,4.0,"Regular Air",'2012-10-08','2012-10-07',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"4817","89860","High","1783","Erin Y Stewart","Home Office","Davangere","Technology","Telephones and Communication","Small Box","T28 WORLD",-264.37,5,941.12,61.17,206.84,8.99,"Regular Air",'2013-10-16','2013-10-14',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"5438","86874","Medium","2011","Wayne Bean","Corporate","Davangere","Office Supplies","Pens & Art Supplies","Small Pack","Staples Battery-Operated Desktop Pencil Sharpener",-8.6,4,39.82,2.97,11.06,2.89,"Regular Air",'2012-06-19','2012-06-18',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"5970","90685","Critical","2193","Donald Melton","Home Office","Davangere","Office Supplies","Pens & Art Supplies","Small Pack","Stanley Bostitch Contemporary Electric Pencil Sharpeners",-155.55,11,187.26,7.67,17.92,7.78,"Regular Air",'2012-08-16','2012-08-14',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"4892","91353","Critical","1809","Marguerite Reed","Corporate","Davangere","Office Supplies","Pens & Art Supplies","Small Pack","Boston 1730 StandUp Electric Pencil Sharpener",-356.77,15,311.33,14.36,22.56,8.99,"Regular Air",'2014-10-21','2014-10-21',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"5933","91572","Critical","2183","Sheryl Reese","Home Office","Davangere","Furniture","Office Furnishings","Small Pack","DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",-44.85,9,81.08,5.83,10.01,7.29,"Regular Air",'2014-09-01','2014-08-30',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"4832","88259","Critical","1789","Allan Green","Consumer","Davangere","Office Supplies","Paper","Small Box","Xerox 212",-106.77,19,119.56,6.64,6.84,8.4,"Regular Air",'2013-08-18','2013-08-17',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"4400","89067","Medium","1657","Janet Carroll","Small Business","Davangere","Furniture","Chairs & Chairmats","Jumbo Drum","Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms",-110.96,1,161.4,6.24,169.89,30.0,"Delivery Truck",'2013-10-16','2013-10-14',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"5426","88808","Low","2007","Lauren West","Home Office","Davangere","Furniture","Bookcases","Jumbo Box","Bush Mission Pointe Library",-836.58,10,1434.06,108.99,159.34,66.27,"Delivery Truck",'2014-07-25','2014-07-21',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"6003","86051","Low","2204","Oscar Ford","Home Office","Davangere","Furniture","Chairs & Chairmats","Jumbo Drum","Metal Folding Chairs, Beige, 4/Carton",-152.229999999999,5,166.56,10.37,35.82,19.19,"Delivery Truck",'2012-02-08','2012-02-04',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"4860","90779","Not Specified","1796","Carlos Johnson","Corporate","Davangere","Technology","Copiers and Fax","Large Box","Canon Image Class D660 Copier",-1306.91,2,1165.07,80.7,633.19,24.49,"Regular Air",'2015-05-12','2015-05-11',"","","","Davangere","Karnataka","IN101447","India","14.470","75.920","Asia","Southern Asia"
"7605","87165","High","2779","Jacob Burgess","Corporate","Denver","Office Supplies","Labels","Small Box","Avery 496",-19.38,13,48.91,2.44,3.96,0.5,"Regular Air",'2013-08-15','2013-08-14',"","","","Denver","Colorado","US10939","United States","39.739","-104.9","America","Northern America"
"8839","89809","Low","3195","John House","Consumer","Denver","Furniture","Office Furnishings","Medium Box","Eldon Cleatmat Plus™ Chair Mats for High Pile Carpets",-275.82,16,1342.72,34.7,83.92,48.2,"Express Air",'2015-08-15','2015-08-10',"","","","Denver","Colorado","US10939","United States","39.739","-104.9","America","Northern America"
"8196","88777","Critical","2985","Jane Whitehead","Corporate","Denver","Office Supplies","Storage & Organization","Jumbo Drum","Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",-626.08,9,3171.23,219.93,391.51,99.0,"Delivery Truck",'2015-01-05','2015-01-02',"","","","Denver","Colorado","US10939","United States","39.739","-104.9","America","Northern America"
"8085","90313","Not Specified","2945","Benjamin Norman Rodgers","Corporate","Denver","Office Supplies","Paper","Small Box","Xerox 1894",-49.48,7,44.53,1.69,6.84,6.22,"Regular Air",'2015-07-01','2015-07-01',"","","","Denver","Colorado","US10939","United States","39.739","-104.9","America","Northern America"
"8203","91181","Medium","2988","Johnny Cline","Home Office","Des Moines","Office Supplies","Storage & Organization","Small Box","Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black",-121.7,18,264.7,19.3,16.16,8.779999999999,"Express Air",'2013-06-27','2013-06-25',"","","","Des Moines","Iowa","US10971","United States","41.579","-93.61","America","Northern America"
"8757","86493","Low","3167","Ray Silverman","Small Business","Des Moines","Furniture","Bookcases","Jumbo Box","O'Sullivan Elevations Bookcase, Cherry Finish",-263.56,7,957.93,31.39,138.229999999999,54.74,"Delivery Truck",'2013-04-21','2013-04-19',"","","","Des Moines","Iowa","US10971","United States","41.579","-93.61","America","Northern America"
"9376","88749","Medium","3386","Carmen Elmore","Corporate","Des Moines","Office Supplies","Paper","Small Box","Xerox 210",-69.36,23,151.03,7.08,6.84,7.37,"Express Air",'2014-12-07','2014-12-05',"","","","Des Moines","Iowa","US10971","United States","41.579","-93.61","America","Northern America"
"9047","86245","Low","3273","Betty Cross","Small Business","Des Moines","Furniture","Office Furnishings","Small Pack","Ultra Door Push Plate",-35.299999999999,26,121.21,6.87,5.18,3.05,"Regular Air",'2015-09-04','2015-09-02',"","","","Des Moines","Iowa","US10971","United States","41.579","-93.61","America","Northern America"
"8150","86090","Not Specified","2969","Cameron Clapp","Small Business","Des Moines","Furniture","Chairs & Chairmats","Jumbo Drum","Hon 4700 Series Mobuis™ Mid-Back Task Chairs with Adjustable Arms",-1528.42,8,2885.3,123.8,375.69,58.92,"Delivery Truck",'2015-03-29','2015-03-28',"","","","Des Moines","Iowa","US10971","United States","41.579","-93.61","America","Northern America"
"7536","91428","Medium","2749","Brooke Leach","Small Business","Des Moines","Office Supplies","Binders and Binder Accessories","Small Box","Large Capacity Hanging Post Binders",-102.95,5,129.07,1.95,26.34,2.99,"Regular Air",'2015-08-16','2015-08-14',"","","","Des Moines","Iowa","US10971","United States","41.579","-93.61","America","Northern America"
"8515","89883","High","3083","Louis Wells","Small Business","Des Moines","Office Supplies","Paper","Small Box","Xerox 21",-68.39,12,78.8,3.82,6.84,6.6,"Regular Air",'2014-10-22','2014-10-20',"","","","Des Moines","Iowa","US10971","United States","41.579","-93.61","America","Northern America"
"7963","86927","Critical","2896","Anna Ellis","Home Office","Dnipropetrovsk","Office Supplies","Paper","Small Box","Xerox 1973",-80.91,15,361.5,11.43,24.1,16.92,"Regular Air",'2012-09-14','2012-09-12',"","","","Dnipropetrovsk","Dnipropetrovs'k","UK101690","Ukraine","48.479","35.000","Europe","Eastern Europe"
"7422","89246","Not Specified","2710","Marvin Reeves McMillan","Consumer","Dnipropetrovsk","Office Supplies","Paper","Small Box","Xerox 1894",-85.45,15,93.37,5.059999999999,6.84,6.22,"Regular Air",'2015-06-22','2015-06-20',"","","","Dnipropetrovsk","Dnipropetrovs'k","UK101690","Ukraine","48.479","35.000","Europe","Eastern Europe"
"6842","88323","Critical","2499","Geoffrey Koch","Small Business","Dnipropetrovsk","Office Supplies","Paper","Small Box","Xerox 214",-83.7,12,73.87,5.38,6.84,7.03,"Regular Air",'2014-09-30','2014-09-29',"","","","Dnipropetrovsk","Dnipropetrovs'k","UK101690","Ukraine","48.479","35.000","Europe","Eastern Europe"
"6843","88324","Not Specified","2499","Geoffrey Koch","Corporate","Dnipropetrovsk","Furniture","Tables","Jumbo Box","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",-515.19,2,443.23,20.25,230.85,69.64,"Delivery Truck",'2015-02-18','2015-02-18',"","","","Dnipropetrovsk","Dnipropetrovs'k","UK101690","Ukraine","48.479","35.000","Europe","Eastern Europe"
